# time, u g r i z y su sg sr si sz sy
-20.000000        nan        nan  29.414579  28.999044  28.973961        nan        nan        nan  29.415570  28.997695  28.973396        nan
-19.000000        nan  30.490617  28.604674  28.332364  28.324174        nan        nan  30.485967  28.605636  28.331042  28.323622        nan
-18.000000  30.603057  28.529423  27.818469  27.689508  27.700995  30.248039  30.605201  28.527837  27.819405  27.688217  27.700458  30.248029
-17.000000  29.459838  27.649255  27.241591  27.189945  27.213475  28.370359  29.462014  27.648052  27.242513  27.188672  27.212946  28.370356
-16.000000  28.797217  27.068590  26.799668  26.794353  26.824572  27.568198  28.799398  27.067529  26.800583  26.793091  26.824049  27.568197
-15.000000  28.330362  26.648226  26.455780  26.477308  26.515776  27.060346  28.332547  26.647239  26.456691  26.476054  26.515256  27.060345
-14.000000  27.973015  26.331846  26.186414  26.220821  26.273130  26.711854  27.975209  26.330906  26.187322  26.219573  26.272611  26.711853
-13.000000  27.682897  26.082652  25.969341  26.007632  26.078946  26.458106  27.685104  26.081750  25.970245  26.006388  26.078426  26.458105
-12.000000  27.434654  25.872515  25.783688  25.821673  25.913857  26.254505  27.436875  25.871643  25.784590  25.820432  25.913335  26.254504
-11.000000  27.215065  25.688724  25.619725  25.654925  25.769087  26.083620  27.217298  25.687880  25.620625  25.653687  25.768562  26.083619
-10.000000  27.013562  25.521556  25.469831  25.500214  25.636989  25.934375  27.015812  25.520736  25.470729  25.498979  25.636460  25.934374
 -9.000000  26.848096  25.379184  25.339776  25.367182  25.527709  25.810428  26.850373  25.378383  25.340671  25.365949  25.527177  25.810427
 -8.000000  26.721827  25.263854  25.231281  25.259272  25.445949  25.711602  26.724127  25.263064  25.232173  25.258042  25.445415  25.711601
 -7.000000  26.628493  25.172178  25.141791  25.173860  25.390370  25.634451  26.630806  25.171392  25.142680  25.172634  25.389833  25.634450
 -6.000000  26.562243  25.099874  25.067956  25.107183  25.358671  25.576226  26.564563  25.099087  25.068842  25.105961  25.358132  25.576225
 -5.000000  26.522000  25.045144  25.008247  25.057915  25.351756  25.536844  26.524331  25.044351  25.009129  25.056697  25.351214  25.536843
 -4.000000  26.505961  25.006131  24.960886  25.022087  25.362886  25.515620  26.508310  25.005328  24.961763  25.020875  25.362341  25.515619
 -3.000000  26.509667  24.980717  24.923723  24.992846  25.375435  25.510514  26.512030  24.979899  24.924598  24.991638  25.374887  25.510513
 -2.000000  26.531576  24.968472  24.896118  24.968226  25.383558  25.521243  26.533932  24.967636  24.896991  24.967021  25.383006  25.521243
 -1.000000  26.576278  24.970356  24.878444  24.948939  25.388167  25.550740  26.578614  24.969496  24.879317  24.947735  25.387611  25.550739
  0.000000  26.650761  24.986557  24.870547  24.935041  25.389186  25.600804  26.653101  24.985667  24.871421  24.933837  25.388626  25.600803
  1.000000  26.744398  25.012516  24.869969  24.927347  25.392807  25.656621  26.746761  25.011596  24.870846  24.926142  25.392244  25.656620
  2.000000  26.847412  25.044975  24.874969  24.926220  25.403096  25.706376  26.849804  25.044029  24.875846  24.925014  25.402530  25.706375
  3.000000  26.960672  25.083677  24.885232  24.931457  25.420214  25.748052  26.963109  25.082709  24.886110  24.930251  25.419648  25.748051
  4.000000  27.084511  25.128893  24.900564  24.942571  25.443698  25.781080  27.086996  25.127907  24.901442  24.941365  25.443131  25.781079
  5.000000  27.214805  25.180140  24.920928  24.960337  25.473938  25.809299  27.217330  25.179140  24.921805  24.959132  25.473371  25.809298
  6.000000  27.345217  25.236252  24.946701  24.987186  25.512124  25.843280  27.347819  25.235239  24.947579  24.985981  25.511558  25.843279
  7.000000  27.472695  25.297324  24.977843  25.023367  25.558569  25.884687  27.475418  25.296299  24.978723  25.022163  25.558003  25.884686
  8.000000  27.596633  25.363835  25.014318  25.068831  25.613481  25.933376  27.599531  25.362799  25.015201  25.067628  25.612917  25.933375
  9.000000  27.715750  25.437007  25.056742  25.125291  25.678907  25.990287  27.718902  25.435961  25.057630  25.124089  25.678344  25.990286
 10.000000  27.831345  25.516129  25.103817  25.188631  25.750486  26.049030  27.834811  25.515073  25.104711  25.187430  25.749925  26.049029
 11.000000  27.947031  25.599344  25.153283  25.251309  25.819867  26.100154  27.950825  25.598279  25.154182  25.250109  25.819310  26.100153
 12.000000  28.065467  25.686029  25.204152  25.308941  25.881915  26.139702  28.069574  25.684955  25.205057  25.307740  25.881363  26.139701
 13.000000  28.185743  25.777486  25.257132  25.361865  25.936615  26.167828  28.190134  25.776402  25.258041  25.360662  25.936069  26.167828
 14.000000  28.307770  25.874964  25.312745  25.409523  25.982955  26.183923  28.312394  25.873871  25.313659  25.408317  25.982416  26.183923
 15.000000  28.431125  25.980157  25.371699  25.451172  26.019727  26.186579  28.435899  25.979053  25.372616  25.449959  26.019198  26.186578
