# time, u g r i z y su sg sr si sz sy
 16.000000  28.554404  26.090941  25.431957  25.488371  26.048187  26.183186  28.559283  26.089828  25.432876  25.487152  26.047667  26.183185
 17.000000  28.675157  26.203484  25.490698  25.522991  26.069894  26.183863  28.680160  26.202362  25.491617  25.521765  26.069383  26.183862
 18.000000  28.789961  26.316537  25.547257  25.554672  26.084096  26.192432  28.795115  26.315411  25.548175  25.553440  26.083592  26.192431
 19.000000  28.893684  26.428074  25.600798  25.582854  26.089958  26.206589  28.899011  26.426949  25.601712  25.581617  26.089459  26.206588
 20.000000  28.976158  26.533825  25.649542  25.606550  26.085864  26.226825  28.981679  26.532708  25.650450  25.605310  26.085367  26.226825
 21.000000  29.050713  26.635466  25.695977  25.626929  26.076451  26.243313  29.056406  26.634363  25.696876  25.625686  26.075956  26.243312
 22.000000  29.135912  26.735712  25.743013  25.645260  26.066362  26.246901  29.141727  26.734622  25.743904  25.644014  26.065869  26.246901
 23.000000  29.243226  26.834729  25.791834  25.661955  26.057564  26.233743  29.249084  26.833648  25.792715  25.660704  26.057074  26.233742
 24.000000  29.375985  26.928988  25.841692  25.676503  26.049678  26.203938  29.381781  26.927911  25.842565  25.675248  26.049193  26.203938
 25.000000  29.543450  27.015121  25.892157  25.688563  26.042824  26.157832  29.549028  27.014041  25.893021  25.687303  26.042344  26.157831
 26.000000  29.716763  27.097345  25.942693  25.701334  26.037221  26.115542  29.721972  27.096258  25.943549  25.700069  26.036746  26.115542
 27.000000  29.863993  27.178924  25.992793  25.716748  26.032945  26.087108  29.868720  27.177829  25.993641  25.715479  26.032474  26.087107
 28.000000  29.966272  27.260178  26.042042  25.735017  26.029961  26.074859  29.970453  27.259075  26.042882  25.733745  26.029494  26.074858
 29.000000  30.016386  27.340134  26.090079  25.755626  26.028056  26.076947  30.020026  27.339024  26.090912  25.754351  26.027592  26.076947
 30.000000  30.014604  27.418421  26.136746  25.778383  26.027237  26.089152  30.017786  27.417303  26.137573  25.777105  26.026775  26.089151
 31.000000  29.985619  27.494217  26.182723  25.804132  26.029353  26.108449  29.988458  27.493093  26.183543  25.802851  26.028891  26.108448
 32.000000  29.971584  27.566126  26.229717  25.835048  26.038296  26.129253  29.974153  27.565000  26.230532  25.833766  26.037836  26.129252
 33.000000  29.974086  27.633909  26.277963  25.871111  26.053774  26.150958  29.976430  27.632789  26.278774  25.869828  26.053316  26.150957
 34.000000  29.989623  27.697595  26.327462  25.912053  26.074979  26.173651  29.991777  27.696487  26.328270  25.910770  26.074524  26.173650
 35.000000  30.017909  27.757177  26.378356  25.957868  26.101561  26.197084  30.019901  27.756088  26.379161  25.956585  26.101107  26.197083
 36.000000  30.058258  27.812698  26.430830  26.008712  26.133279  26.221280  30.060107  27.811634  26.431633  26.007430  26.132828  26.221279
 37.000000  30.111256  27.864162  26.485196  26.065064  26.170151  26.246485  30.112974  27.863130  26.485999  26.063784  26.169703  26.246484
 38.000000  30.167256  27.912117  26.539573  26.123143  26.210136  26.276694  30.168881  27.911117  26.540376  26.121865  26.209692  26.276693
 39.000000  30.218301  27.957005  26.592382  26.179782  26.251674  26.311525  30.219895  27.956030  26.593185  26.178506  26.251232  26.311524
 40.000000  30.262145  27.998933  26.643198  26.234111  26.294429  26.350415  30.263777  27.997975  26.644001  26.232837  26.293990  26.350414
 41.000000  30.299362  28.037856  26.692150  26.286376  26.338633  26.393806  30.301104  28.036906  26.692954  26.285104  26.338196  26.393806
 42.000000  30.329743  28.073779  26.739175  26.336452  26.384334  26.441447  30.331664  28.072827  26.739978  26.335182  26.383900  26.441447
 43.000000  30.353346  28.106696  26.784232  26.384280  26.431617  26.489749  30.355511  28.105734  26.785036  26.383011  26.431186  26.489748
 44.000000  30.370349  28.136608  26.827270  26.429778  26.480562  26.541180  30.372819  28.135628  26.828073  26.428511  26.480133  26.541179
 45.000000  30.381064  28.163543  26.868230  26.472870  26.531234  26.597297  30.383889  28.162535  26.869033  26.471605  26.530806  26.597296
 46.000000  30.385696  28.187487  26.907045  26.513452  26.583733  26.658642  30.388920  28.186444  26.907849  26.512188  26.583307  26.658641
 47.000000  30.388281  28.209620  26.943794  26.551991  26.637198  26.722782  30.391911  28.208537  26.944597  26.550728  26.636774  26.722781
 48.000000  30.396915  28.232491  26.978737  26.589662  26.689493  26.783675  30.400899  28.231376  26.979542  26.588401  26.689070  26.783674
 49.000000  30.411497  28.256187  27.011859  26.626495  26.740383  26.839909  30.415785  28.255046  27.012664  26.625235  26.739960  26.839908
